date,value,gen_total,gen_hidro,gen_termica,gen_solar,gen_eolica,ratio_hidro
"2024-02-04",198467976,198467976,115753341,76009970,6585339,119325,58.32
"2024-02-05",223109439,223109439,149034149,68721419,5314684,39187,66.8
"2024-02-06",225629419,225629419,169081453,50481116,5949118,117731,74.94
"2024-02-07",222625734,222625734,155240627,62858099,4505167,21841,69.73
"2024-02-08",222819955,222819955,167005949,50852614,4916096,45296,74.95
"2024-02-09",226073202,226073202,166366338,51625712,7553280,527872,73.59
"2024-02-10",219228315,219228315,160289808,49948483,8373498,616526,73.12
"2024-02-11",203195078,203195078,144390968,49259630,8857087,687393,71.06
"2024-02-12",230421015,230421015,158912514,62355873,8555129,597499,68.97
"2024-02-13",234516642,234516642,158183004,67357465,8357763,618410,67.45
"2024-02-14",236384563,236384563,151801480,76620690,7311233,651160,64.22
"2024-02-15",237895639,237895639,142868536,86260597,8097477,669029,60.06
"2024-02-16",239120721,239120721,153070467,78311838,7093112,645303,64.01
"2024-02-17",229785738,229785738,146807379,74474473,7830306,673580,63.89
"2024-02-18",205825219,205825219,121175509,76033727,8033964,582019,58.87
"2024-02-19",232650127,232650127,154578077,70499307,7051087,521655,66.44
"2024-02-20",235612759,235612759,151725440,76167972,7062296,657051,64.4
"2024-02-21",230716136,230716136,145787964,78436165,6251756,240251,63.19
"2024-02-22",228901899,228901899,131830667,90058342,6889737,123153,57.59
"2024-02-23",230698862,230698862,131569697,90411446,8372719,345000,57.03
"2024-02-24",222513610,222513610,123021604,90379818,8693154,419033,55.29
"2024-02-25",202362489,202362489,101819030,91762432,8293815,487211,50.32
"2024-02-26",228070109,228070109,131575538,88187976,7792240,514355,57.69
"2024-02-27",233793423,233793423,135724377,88801781,8686864,580400,58.05
"2024-02-28",236948431,236948431,141103105,86919776,8261155,664396,59.55
"2024-02-29",239169179,239169179,137698516,92261969,8534199,674495,57.57
"2024-03-01",236325994,236325994,139846642,87058987,8708299,712065,59.18
"2024-03-02",227007488,227007488,139170404,77852658,9411223,573203,61.31
"2024-03-03",203897645,203897645,116894000,77441968,8977390,584287,57.33
"2024-03-04",236491628,236491628,151187920,75861428,8997592,444688,63.93
"2024-03-05",240975018,240975018,147816651,83700148,8978952,479267,61.34
"2024-03-06",243793545,243793545,141762089,92614995,8893076,523385,58.15
"2024-03-07",244303040,244303040,139087940,96594476,8061821,558803,56.93
"2024-03-08",246850279,246850279,140844467,97479753,7913376,612683,57.06
"2024-03-09",233648405,233648405,137030660,88967718,6971717,678310,58.65
"2024-03-10",213417216,213417216,110901636,92863444,9009251,642885,51.96
"2024-03-11",241445195,241445195,140373698,92514998,7868275,688224,58.14
"2024-03-12",245361125,245361125,142694711,93597468,8383625,685321,58.16
"2024-03-13",246668881,246668881,142260910,94483533,9212093,712345,57.67
"2024-03-14",247667833,247667833,143434293,94998024,8522566,712951,57.91
"2024-03-15",247343443,247343443,143429372,94435553,8773393,705126,57.99
"2024-03-16",237217450,237217450,132052671,94905479,9633467,625834,55.67
"2024-03-17",214689529,214689529,113182790,92117340,8719372,670027,52.72
"2024-03-18",243667992,243667992,140717884,93969422,8494342,486344,57.75
"2024-03-19",245710174,245710174,141593121,96882950,6843993,390110,57.63
"2024-03-20",243302742,243302742,135595232,100224051,7046854,436606,55.73
"2024-03-21",241564334,241564334,138096861,96167539,6719876,580058,57.17
"2024-03-22",242817046,242817046,138939869,94116804,9156532,603842,57.22
"2024-03-23",233201092,233201092,127668726,97156256,7972244,403865,54.75
"2024-03-24",215470325,215470325,112477176,94708660,8116371,168118,52.2
"2024-03-25",220204567,220204567,112195514,99912860,7932616,163577,50.95
"2024-03-26",237494737,237494737,126192304,102601475,8542910,158048,53.13
"2024-03-27",226190583,226190583,108439924,110156468,7440609,153582,47.94
"2024-03-28",204985597,204985597,88029997,106559031,10205501,191067,42.94
"2024-03-29",197104993,197104993,78966674,107477423,10384412,276484,40.06
"2024-03-30",211905282,211905282,103087195,99041368,9414011,362707,48.65
"2024-03-31",207208033,207208033,95088893,102445329,9259450,414360,45.89
"2024-04-01",232088184,232088184,117223750,104569555,9861246,433633,50.51
"2024-04-02",229845769,229845769,117813511,103730557,7857762,443939,51.26
"2024-04-03",231399315,231399315,117142970,106837667,7001703,416975,50.62
"2024-04-04",230716917,230716917,117444236,107140757,5762751,369173,50.9
"2024-04-05",237285414,237285414,123198462,104609826,9090898,386227,51.92
"2024-04-06",229557324,229557324,124243112,95040397,9818155,455660,54.12
"2024-04-07",212551102,212551102,108744449,92993393,10317829,495432,51.16
"2024-04-08",236029425,236029425,117607645,108700909,9090189,630682,49.83
"2024-04-09",235700027,235700027,116360857,109150887,9504196,684087,49.37
"2024-04-10",239972033,239972033,116602332,112228034,10465967,675700,48.59
"2024-04-11",243654224,243654224,117719619,115117483,10182969,634153,48.31
"2024-04-12",242244988,242244988,114770101,115802057,10998915,673916,47.38
"2024-04-13",229654487,229654487,104742294,113135945,11104997,671251,45.61
"2024-04-14",208483005,208483005,84711525,112786503,10316870,668106,40.63
"2024-04-15",235808480,235808480,108768642,116180384,10317799,541655,46.13
"2024-04-16",239668513,239668513,114056634,115235490,9845684,530705,47.59
"2024-04-17",239172232,239172232,111705130,119786114,7191337,489652,46.7
"2024-04-18",236914451,236914451,108653271,120537232,7158045,565903,45.86
"2024-04-19",232312833,232312833,104720636,120371135,6659062,562000,45.08
"2024-04-20",221879845,221879845,96885518,115137974,9306368,549986,43.67
"2024-04-21",200261124,200261124,78218277,113810519,7635669,596659,39.06
"2024-04-22",220398030,220398030,96986404,117031094,5834937,545595,44.01
"2024-04-23",225864829,225864829,105833547,110489279,9016219,525785,46.86
"2024-04-24",230349316,230349316,107989887,111856476,9909493,593460,46.88
"2024-04-25",231663623,231663623,101004152,121926170,8079401,653900,43.6
"2024-04-26",224604765,224604765,99411627,118997666,5688622,506849,44.26
"2024-04-27",217165538,217165538,101768788,106605479,8260937,530333,46.86
"2024-04-28",194188787,194188787,88511828,98086322,7198013,392625,45.58
"2024-04-29",222354542,222354542,141568928,71828515,8533306,423793,63.67
"2024-04-30",233858165,233858165,143257230,80018138,10122348,460448,61.26
"2024-05-01",217474203,217474203,171994780,35298171,9701898,479354,79.09
"2024-05-02",232858240,232858240,193625636,31539155,7457943,235506,83.15
"2024-05-03",232143913,232143913,185225751,39137041,7755324,25798,79.79
"2024-05-04",217436815,217436815,185427638,26768001,4926650,314526,85.28
"2024-05-05",199780883,199780883,161179843,29491012,8779950,330078,80.68
"2024-05-06",232530517,232530517,192043312,31043846,8956450,486909,82.59
"2024-05-07",234567484,234567484,194736439,32000387,7252268,578389,83.02
"2024-05-08",232616728,232616728,192010949,34014248,6114323,477208,82.54
"2024-05-09",228513909,228513909,186583441,36018963,5443927,467579,81.65
"2024-05-10",230411777,230411777,181683780,37794017,10533572,400408,78.85
"2024-05-11",222593310,222593310,180141944,31817722,10253253,380391,80.93
"2024-05-12",199783804,199783804,164212694,26751326,8281638,538146,82.2
"2024-05-13",207324979,207324979,168901329,27044119,10787926,591605,81.47
"2024-05-14",231707878,231707878,189678023,31301640,10056025,672189,81.86
"2024-05-15",231701671,231701671,191700837,31609969,7795242,595623,82.74
"2024-05-16",233974323,233974323,191342649,32852501,9286138,493035,81.78
"2024-05-17",234428646,234428646,188730304,34162814,10999271,536257,80.51
"2024-05-18",226875912,226875912,181807202,34518493,9965553,584664,80.14
"2024-05-19",211724139,211724139,164037860,35412164,11673857,600257,77.48
"2024-05-20",235355687,235355687,181894380,43304065,9518229,639013,77.28
"2024-05-21",228625420,228625420,176371123,45871746,6092662,289890,77.14
"2024-05-22",227574665,227574665,172142917,47901289,7208315,322144,75.64
"2024-05-23",230199697,230199697,168450360,51822835,9714771,211731,73.18
"2024-05-24",235695869,235695869,171379583,55952079,7963347,400859,72.71
"2024-05-25",223832523,223832523,167538098,48435996,7471674,386755,74.85
"2024-05-26",204038885,204038885,152117496,40772333,10602631,546426,74.55
"2024-05-27",224626846,224626846,172604989,44012091,7530863,478903,76.84
"2024-05-28",230539469,230539469,180964229,39793697,9201729,579815,78.5
"2024-05-29",228380696,228380696,181314515,39980103,6424280,661799,79.39
"2024-05-30",227823071,227823071,181414159,37612941,8203783,592188,79.63
"2024-05-31",227867716,227867716,190415715,27657755,9334381,459865,83.56
"2024-06-01",222308325,222308325,181901678,27484802,12367907,553938,81.82
"2024-06-02",205263268,205263268,160242663,33493741,10920713,606150,78.07
"2024-06-03",206241969,206241969,162000454,34467840,9670704,102972,78.55
"2024-06-04",224610572,224610572,178471105,38552649,7531319,55500,79.46
"2024-06-05",226080012,226080012,176081577,41792807,8173204,32424,77.88
"2024-06-06",227246741,227246741,181761068,39889632,5333416,262625,79.98
"2024-06-07",227652264,227652264,176930827,42300748,8038630,382059,77.72
"2024-06-08",219413451,219413451,165470314,45571362,7886045,485729,75.41
"2024-06-09",197248530,197248530,143364902,44770350,8567958,545319,72.68
"2024-06-10",200350727,200350727,145214273,45370844,9251023,514587,72.48
"2024-06-11",221626794,221626794,161825008,51517860,7762608,521319,73.02
"2024-06-12",226057196,226057196,170069195,46663847,8766014,558141,75.23
"2024-06-13",222723410,222723410,165059572,47703711,9385423,574704,74.11
"2024-06-14",220684618,220684618,163551419,48267398,8235119,630682,74.11
"2024-06-15",208762786,208762786,158795081,44089431,5402057,476218,76.06
"2024-06-16",192666253,192666253,137822285,46886696,7692307,264965,71.53
"2024-06-17",226607296,226607296,171769939,43222044,11263748,351565,75.8
"2024-06-18",227760575,227760575,178467507,39471061,9325591,496415,78.36
"2024-06-19",224717194,224717194,178745083,37905578,7676170,390364,79.54
"2024-06-20",223335410,223335410,177856073,36323008,8672190,484138,79.64
"2024-06-21",232705667,232705667,181218395,42185204,8803404,498663,77.87
"2024-06-22",220518353,220518353,169288030,41682995,9052480,494847,76.77
"2024-06-23",193375846,193375846,161964009,22024178,8761310,626350,83.76
"2024-06-24",220659898,220659898,182380501,28763122,8958006,558268,82.65
"2024-06-25",221356140,221356140,176374247,35785275,8697926,498693,79.68
"2024-06-26",218295131,218295131,173710143,36563705,7780119,241164,79.58
"2024-06-27",219066026,219066026,172381685,37952776,8462539,269026,78.69
"2024-06-28",224328854,224328854,187190164,27453204,9305481,380006,83.44
"2024-06-29",214951694,214951694,182434055,23129377,8899169,489094,84.87
"2024-06-30",198089952,198089952,167435163,20882762,9187291,584735,84.52
"2024-07-01",200797920,200797920,167961701,22714184,9515639,606396,83.65
"2024-07-02",227884306,227884306,191671496,28589861,7322117,300832,84.11
"2024-07-03",230504143,230504143,191643169,29372535,9253176,235263,83.14
"2024-07-04",227905508,227905508,193515341,25674047,8541053,175068,84.91
"2024-07-05",220425279,220425279,192327320,24476882,3595164,25914,87.25
"2024-07-06",216080289,216080289,180563925,25058125,10161090,297150,83.56
"2024-07-07",198873621,198873621,163791653,23753590,10721295,607084,82.36
"2024-07-08",226521669,226521669,189790961,27447896,8619661,663150,83.78
"2024-07-09",231120311,231120311,192523380,28572613,9418996,605322,83.3
"2024-07-10",231922900,231922900,191823702,29875761,9576509,646928,82.71
"2024-07-11",233507344,233507344,185734777,39010130,8124911,637527,79.54
"2024-07-12",232779613,232779613,181672485,41167817,9319429,619883,78.04
"2024-07-13",221206249,221206249,169607920,40317257,10617444,663627,76.67
"2024-07-14",203132562,203132562,158073707,33235669,11194106,629080,77.82
"2024-07-15",227236599,227236599,175530926,39661998,11412069,631606,77.25
"2024-07-16",229920831,229920831,170208155,47638866,11442228,631582,74.03
"2024-07-17",233617783,233617783,171625175,52096309,9359238,537059,73.46
"2024-07-18",230279554,230279554,169365649,51387047,8989403,537454,73.55
"2024-07-19",227123439,227123439,167942209,50586420,8016983,577827,73.94
"2024-07-20",209364014,209364014,157991579,42432744,8487171,452519,75.46
"2024-07-21",202155256,202155256,151751269,40635210,9175173,593603,75.07
"2024-07-22",229486356,229486356,171425314,48165862,9331712,563468,74.7
"2024-07-23",231837632,231837632,174661428,47635961,8911029,629213,75.34
"2024-07-24",232613783,232613783,178776623,42850142,10445038,541980,76.86
"2024-07-25",236707020,236707020,176471556,50529834,9055519,650111,74.55
"2024-07-26",237753127,237753127,183590429,45397221,8221800,543676,77.22
"2024-07-27",224092936,224092936,170985960,43390129,9050707,666140,76.3
"2024-07-28",205146803,205146803,162168791,32176567,10131978,669468,79.05
"2024-07-29",239732044,239732044,179702080,46739679,12615179,675106,74.96
"2024-07-30",245108779,245108779,182644000,51955282,9910480,599017,74.52
"2024-07-31",244759929,244759929,181805588,51207009,11181210,566123,74.28
"2024-08-01",241328880,241328880,187105737,43336628,10427314,459201,77.53
"2024-08-02",242897658,242897658,188507159,42618818,11478965,292716,77.61
"2024-08-03",234250003,234250003,181217285,42950578,9630864,451277,77.36
"2024-08-04",214518982,214518982,160549588,43558978,9809109,601307,74.84
"2024-08-05",239114318,239114318,182048036,47442963,9075077,548243,76.13
"2024-08-06",237292087,237292087,184716445,43744601,8576207,254834,77.84
"2024-08-07",218907198,218907198,174617243,34760153,9170180,359622,79.77
"2024-08-08",240852382,240852382,192090868,38509186,9795903,456425,79.75
"2024-08-09",240715724,240715724,190453164,40363415,9385071,514074,79.12
"2024-08-10",226236322,226236322,177266860,39774677,8732463,462321,78.35
"2024-08-11",206491155,206491155,159381258,35308616,11391488,409793,77.19
"2024-08-12",237417708,237417708,185679791,40592431,10703618,441869,78.21
"2024-08-13",235290833,235290833,182165395,44325084,8623490,176864,77.42
"2024-08-14",241678919,241678919,182109377,50720583,8848959,0,75.35
"2024-08-15",247069926,247069926,180913691,54378089,11609157,168989,73.22
"2024-08-16",246430793,246430793,180904837,53488207,11677486,360263,73.41
"2024-08-17",229108448,229108448,174910277,43773867,10020513,403792,76.34
"2024-08-18",204817525,204817525,139233051,53947789,11270522,366163,67.98
"2024-08-19",218277193,218277193,139771060,66835210,11023753,647170,64.03
"2024-08-20",242459847,242459847,155869439,74849536,11081611,659260,64.29
"2024-08-21",243266372,243266372,156732303,75793339,10120495,620234,64.43
"2024-08-22",239628313,239628313,148116054,81918368,9124396,469495,61.81
"2024-08-23",240153661,240153661,145743075,85364843,8626435,419308,60.69
"2024-08-24",226838047,226838047,133998137,83040104,9302968,496838,59.07
"2024-08-25",211075025,211075025,129027393,73656329,8137099,254204,61.13
"2024-08-26",228715931,228715931,162652317,59686707,6254946,121961,71.12
"2024-08-27",237936235,237936235,170940641,55461450,11283556,250588,71.84
"2024-08-28",246582239,246582239,175020611,60186878,10964370,410381,70.98
"2024-08-29",249541846,249541846,180819446,55981249,12133801,607350,72.46
"2024-08-30",247356913,247356913,174278763,61148586,11449537,480027,70.46
"2024-08-31",234356248,234356248,166751915,56494062,10856402,253869,71.15
"2024-09-01",210342869,210342869,142417554,57661958,10220762,42595,67.71
"2024-09-02",238444081,238444081,166792797,59938263,11457251,255770,69.95
"2024-09-03",242833320,242833320,173355773,58707199,10555940,214408,71.39
"2024-09-04",241683972,241683972,171085579,59259347,10933973,405073,70.79
"2024-09-05",241608094,241608094,170641812,60135202,10299439,531642,70.63
"2024-09-06",241757582,241757582,173274471,58051301,10035623,396187,71.67
"2024-09-07",229033716,229033716,158667751,60516103,9599695,250167,69.28
"2024-09-08",214969790,214969790,148539812,55821039,10205331,403607,69.1
"2024-09-09",244499871,244499871,167787430,64140597,12112068,459776,68.62
"2024-09-10",247483064,247483064,174916042,62167634,9986214,413175,70.68
"2024-09-11",249997157,249997157,170073856,68433019,11131684,358598,68.03
"2024-09-12",245164055,245164055,166454428,70463343,7942212,304072,67.9
"2024-09-13",249061877,249061877,161187687,77293813,10392991,187385,64.72
"2024-09-14",242587675,242587675,144737756,85322844,12127321,399754,59.66
"2024-09-15",223336250,223336250,128513169,81732230,12610872,479979,57.54
"2024-09-16",247688712,247688712,146300619,89498193,11304115,585785,59.07
"2024-09-17",237870222,237870222,141363286,87260660,8926037,320239,59.43
"2024-09-18",249045955,249045955,143293720,92925086,12502063,325086,57.54
"2024-09-19",250143182,250143182,150562809,87511668,11715681,353023,60.19
"2024-09-20",242177183,242177183,142633378,89494205,9784683,264917,58.9
"2024-09-21",233883747,233883747,130207558,93493976,10101486,80727,55.67
"2024-09-22",209485282,209485282,110773414,91852320,6815884,43664,52.88
"2024-09-23",237399764,237399764,136897646,90212405,10128517,161196,57.67
"2024-09-24",246575354,246575354,144534849,90786912,10955215,298378,58.62
"2024-09-25",245338075,245338075,144252727,92941126,7838092,306130,58.8
"2024-09-26",239141972,239141972,134337241,95511362,9074985,218384,56.17
"2024-09-27",241623734,241623734,140978151,89551702,10876158,217723,58.35
"2024-09-28",231002379,231002379,138387288,84649956,7877788,87346,59.91
"2024-09-29",205840023,205840023,115616462,84030430,6113773,79359,56.17
"2024-09-30",220207613,220207613,110497705,101384687,8250369,74852,50.18
"2024-10-01",233489478,233489478,118273466,103618779,11518028,79205,50.65
"2024-10-02",231929323,231929323,120497935,101209414,10147529,74445,51.95
"2024-10-03",233328083,233328083,115993820,106057890,11089614,186760,49.71
"2024-10-04",234656192,234656192,123121746,101565997,9791782,176667,52.47
"2024-10-05",221371112,221371112,126715090,83897388,10722442,36192,57.24
"2024-10-06",201179384,201179384,111733199,80306440,9116921,22824,55.54
"2024-10-07",224868160,224868160,119128895,95328399,10407531,3335,52.98
"2024-10-08",224974545,224974545,119715967,96011353,9221315,25910,53.21
"2024-10-09",229328181,229328181,121949755,96906390,10436400,35636,53.18
"2024-10-10",228457396,228457396,128226728,92675817,7371316,183534,56.13
"2024-10-11",229525598,229525598,133102428,85008728,11244890,169552,57.99
"2024-10-12",221613004,221613004,148656771,61318776,11229912,407545,67.08
"2024-10-13",201573782,201573782,109152380,81494905,10418609,507888,54.15
"2024-10-14",205543306,205543306,110862570,83879074,10491205,310457,53.94
"2024-10-15",227086356,227086356,115194469,103916885,7782040,192962,50.73
"2024-10-16",229392051,229392051,119195987,101426928,8540881,228255,51.96
"2024-10-17",235741206,235741206,113228964,110508081,11584061,420101,48.03
"2024-10-18",240236857,240236857,117714472,110459652,11571198,491536,49
"2024-10-19",227598315,227598315,110551002,107805284,8785805,456224,48.57
"2024-10-20",203802420,203802420,110174448,83662164,9911341,54466,54.06
"2024-10-21",226702004,226702004,142046482,74485065,9980980,189477,62.66
"2024-10-22",229818784,229818784,139853664,80612408,9217008,135704,60.85
"2024-10-23",231451744,231451744,128443553,92796088,9980435,231668,55.49
"2024-10-24",235515531,235515531,122212641,102184084,10768728,350078,51.89
"2024-10-25",238837988,238837988,123046380,103460416,11796714,534478,51.52
"2024-10-26",230956384,230956384,123782792,96385898,10159310,628384,53.6
"2024-10-27",211652721,211652721,132229379,69506324,9288999,628018,62.47
"2024-10-28",233062043,233062043,123486983,100127934,8865216,581910,52.98
"2024-10-29",236743780,236743780,119932874,106939647,9395070,476188,50.66
"2024-10-30",235638229,235638229,112134006,113381152,9700720,422351,47.59
